###############################################################
# apv configurations
# Items    : the current configuration (APV)
# CrateID  : the Unique ID for the VME Crate
# MPDID    : MPD address in VME Crate
# GEMID    : detector ID
# dimension: x/y 0/1
# ADCId    : the ADCId address of APV
# I2C      : the I2C address of APV
# Pos      : Position
# Invert   : how the detector is positioned in the layer First two are normal (1) last two are inverted (0)
# other    : backup param used for large scare spectrometer
#
# notes    : MPD CrateID and MPDID  uniquely define the MPD address
#            APV crateID, MPDID ADCId uniquely define the APV address

###############################################################
# layer configurations
# Items             : Layer
# LayerID           : layer id
# ChambersPerLayer  : how many chambers on this layer
# readout           : readout type (Cartesian/UV)
# XOffset           : x offset
# YOffset           : y offset
# GEMType           : gem chamber type (UVAGEM/INFNGEM/UVGEM)
# nb_of_apvs_on_chamber_x_plane: how many APVs on gem chamber x plane
# nb_of_apvs_on_chamber_y_plane: how many APVs on gem chamber y plane
# x_pitch           : distance between readout strips on chamber x plane (0.4 mm)
# y_pitch           : distance between readout strips on chamber y plane (0.4 mm)
# x_flip            : flip x direction: 1 not flip, -1 flip
# y_flip            : flip y direction or not (if you install two layers back to back, then one layer can be set to -1)

# Layer configurations
# Items, LayerID, ChambersPerLayer, readout, XOffset, YOffset, GEMType, nb_of_apvs_on_chamber_x_plane, nb_of_apvs_on_chamber_y_plane, x_pitch, y_pitch

Layer,  1,  3,  CARTESIAN,  0,   0,   INFNGEM,   10,   8,   0.4,    0.4,    1,  1
Layer,  3,  3,  CARTESIAN,  0,   0,   INFNGEM,   10,   8,   0.4,    0.4,    1,  1
Layer,  4,  4,  CARTESIAN,  0,   0,   UVAGEM,   10,   12,   0.4,    0.4,    1,  1


###############################################################
# This section is for SSP
###############################################################
#Items, slot_id,    Layer,  fiber_id,   GEMID,  dimension,  ADCId,  I2C,    Pos,    Invert, other,  backplane,  GEMPOS
#============================= Crate_0 Layer_2 GEM_0 ===================================
#
# Y-dimension fiber 13
APV,	6,	4,	13,	13,	1,	0,	15,	11,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	1,	14,	10,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	2,	13,	9,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	3,	12,	8,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	4,	11,	7,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	5,	10,	6,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	6,	9,	5,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	7,	8,	4,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	8,	7,	3,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	9,	6,	2,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	10,	5,	1,	0,	normal,	0,	0,
APV,	6,	4,	13,	13,	1,	11,	4,	0,	0,	normal,	0,	0,
#
# X-dimension A (right) fiber 5
APV,	6,	4,	5,	13,	0,	10,	4,	9,	1,	normal,	1,	0,
APV,	6,	4,	5,	13,	0,	11,	3,	8,	1,	normal,	1,	0,
APV,	6,	4,	5,	13,	0,	12,	2,	7,	1,	normal,	1,	0,
APV,	6,	4,	5,	13,	0,	13,	1,	6,	1,	normal,	1,	0,
APV,	6,	4,	5,	13,	0,	14,	0,	5,	1,	normal,	1,	0,
#
# X-dimension B (left) fiber 6
APV,	6,	4,	6,	13,	0,	0,	4,	0,	0,	normal,	2,	0,
APV,	6,	4,	6,	13,	0,	1,	3,	1,	0,	normal,	2,	0,
APV,	6,	4,	6,	13,	0,	2,	2,	2,	0,	normal,	2,	0,
APV,	6,	4,	6,	13,	0,	3,	1,	3,	0,	normal,	2,	0,
APV,	6,	4,	6,	13,	0,	4,	0,	4,	0,	normal,	2,	0,
#
